model,prompt_id,score
metamath,gsm8k-1114,1
metamath,gsm8k-1115,1
metamath,gsm8k-1116,1
metamath,gsm8k-1117,1
metamath,gsm8k-1118,1
metamath,gsm8k-1119,1
metamath,gsm8k-1120,1
metamath,gsm8k-1121,1
metamath,gsm8k-1122,0
metamath,gsm8k-1123,1
metamath,gsm8k-1124,0
metamath,gsm8k-1125,1
metamath,gsm8k-1126,1
metamath,gsm8k-1127,1
metamath,gsm8k-1128,1
metamath,gsm8k-1129,0
metamath,gsm8k-1130,1
metamath,gsm8k-1131,1
metamath,gsm8k-1132,1
metamath,gsm8k-1133,1
metamath,gsm8k-1134,1
metamath,gsm8k-1135,1
metamath,gsm8k-1136,1
metamath,gsm8k-1137,0
metamath,gsm8k-1138,0
metamath,gsm8k-1139,1
metamath,gsm8k-1140,0
metamath,gsm8k-1141,1
metamath,gsm8k-1142,1
metamath,gsm8k-1143,1
metamath,gsm8k-1144,1
metamath,gsm8k-1145,1
metamath,gsm8k-1146,1
metamath,gsm8k-1147,1
metamath,gsm8k-1148,1
metamath,gsm8k-1149,1
metamath,gsm8k-1150,1
metamath,gsm8k-1151,1
metamath,gsm8k-1152,1
metamath,gsm8k-1153,1
metamath,gsm8k-1154,1
metamath,gsm8k-1155,1
metamath,gsm8k-1156,1
metamath,gsm8k-1157,1
metamath,gsm8k-1158,1
metamath,gsm8k-1159,0
metamath,gsm8k-1160,1
metamath,gsm8k-1161,0
metamath,gsm8k-1162,1
metamath,gsm8k-1163,1
metamath,gsm8k-1164,1
metamath,gsm8k-1165,0
metamath,gsm8k-1166,0
metamath,gsm8k-1167,1
metamath,gsm8k-1168,0
metamath,gsm8k-1169,1
metamath,gsm8k-1170,1
metamath,gsm8k-1171,1
metamath,gsm8k-1172,1
metamath,gsm8k-1173,1
metamath,gsm8k-1174,0
metamath,gsm8k-1175,0
metamath,gsm8k-1176,1
metamath,gsm8k-1177,1
metamath,gsm8k-1178,1
metamath,gsm8k-1179,1
metamath,gsm8k-1180,1
metamath,gsm8k-1181,0
metamath,gsm8k-1182,1
metamath,gsm8k-1183,0
metamath,gsm8k-1184,1
metamath,gsm8k-1185,0
metamath,gsm8k-1186,1
metamath,gsm8k-1187,0
metamath,gsm8k-1188,1
metamath,gsm8k-1189,1
metamath,gsm8k-1190,0
metamath,gsm8k-1191,1
metamath,gsm8k-1192,1
metamath,gsm8k-1193,0
metamath,gsm8k-1194,1
metamath,gsm8k-1195,1
metamath,gsm8k-1196,1
metamath,gsm8k-1197,1
metamath,gsm8k-1198,1
metamath,gsm8k-1199,1
metamath,gsm8k-1200,1
metamath,gsm8k-1201,0
metamath,gsm8k-1202,0
metamath,gsm8k-1203,0
metamath,gsm8k-1204,1
metamath,gsm8k-1205,1
metamath,gsm8k-1206,1
metamath,gsm8k-1207,1
metamath,gsm8k-1208,0
metamath,gsm8k-1209,1
metamath,gsm8k-1210,0
metamath,gsm8k-1211,1
metamath,gsm8k-1212,1
metamath,gsm8k-1213,1
metamath,gsm8k-1214,1
metamath,gsm8k-1215,1
metamath,gsm8k-1216,1
metamath,gsm8k-1217,0
metamath,gsm8k-1218,1
metamath,gsm8k-1219,1
metamath,gsm8k-1220,1
metamath,gsm8k-1221,1
metamath,gsm8k-1222,1
metamath,gsm8k-1223,1
metamath,gsm8k-1224,1
metamath,gsm8k-1225,1
metamath,gsm8k-1226,1
metamath,gsm8k-1227,1
metamath,gsm8k-1228,1
metamath,gsm8k-1229,1
metamath,gsm8k-1230,1
metamath,gsm8k-1231,0
metamath,gsm8k-1232,1
metamath,gsm8k-1233,1
metamath,gsm8k-1234,1
metamath,gsm8k-1235,1
metamath,gsm8k-1236,1
metamath,gsm8k-1237,1
metamath,gsm8k-1238,1
metamath,gsm8k-1239,0
metamath,gsm8k-1240,1
metamath,gsm8k-1241,1
metamath,gsm8k-1242,1
metamath,gsm8k-1243,1
metamath,gsm8k-1244,0
metamath,gsm8k-1245,1
metamath,gsm8k-1246,1
metamath,gsm8k-1247,1
metamath,gsm8k-1248,0
metamath,gsm8k-1249,0
metamath,gsm8k-1250,1
metamath,gsm8k-1251,0
metamath,gsm8k-1252,0
metamath,gsm8k-1253,0
metamath,gsm8k-1254,1
metamath,gsm8k-1255,1
metamath,gsm8k-1256,1
metamath,gsm8k-1257,1
metamath,gsm8k-1258,1
metamath,gsm8k-1259,1
metamath,gsm8k-1260,1
metamath,gsm8k-1261,1
metamath,gsm8k-1262,1
metamath,gsm8k-1263,1
metamath,gsm8k-1264,1
metamath,gsm8k-1265,1
metamath,gsm8k-1266,1
metamath,gsm8k-1267,1
metamath,gsm8k-1268,1
metamath,gsm8k-1269,0
metamath,gsm8k-1270,1
metamath,gsm8k-1271,1
metamath,gsm8k-1272,1
metamath,gsm8k-1273,1
metamath,gsm8k-1274,0
metamath,gsm8k-1275,1
metamath,gsm8k-1276,1
metamath,gsm8k-1277,1
metamath,gsm8k-1278,1
metamath,gsm8k-1279,1
metamath,gsm8k-1280,1
metamath,gsm8k-1281,1
metamath,gsm8k-1282,1
metamath,gsm8k-1283,1
metamath,gsm8k-1284,0
metamath,gsm8k-1285,1
metamath,gsm8k-1286,1
metamath,gsm8k-1287,1
metamath,gsm8k-1288,0
metamath,gsm8k-1289,1
metamath,gsm8k-1290,1
metamath,gsm8k-1291,1
metamath,gsm8k-1292,1
metamath,gsm8k-1293,1
metamath,gsm8k-1294,0
metamath,gsm8k-1295,1
metamath,gsm8k-1296,1
metamath,gsm8k-1297,0
metamath,gsm8k-1298,0
metamath,gsm8k-1299,1
metamath,gsm8k-1300,1
metamath,gsm8k-1301,0
metamath,gsm8k-1302,1
metamath,gsm8k-1303,0
metamath,gsm8k-1304,1
metamath,gsm8k-1305,1
metamath,gsm8k-1306,1
metamath,gsm8k-1307,1
metamath,gsm8k-1308,1
metamath,gsm8k-1309,0
metamath,gsm8k-1310,0
metamath,gsm8k-1311,1
metamath,gsm8k-1312,1
metamath,gsm8k-1313,1
metamath,gsm8k-1314,0
metamath,gsm8k-1315,1
metamath,gsm8k-1316,1
metamath,gsm8k-1317,1
metamath,gsm8k-1318,1
